reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
77086a4e-87f9-423c-b775-1da4005fa9ea,Anam Iqbal,"It runs as it should, but sometimes there are bugs and glitches. It is also difficult to reach out to any customer service related to bugs or issues since they usually just redirect you to the FAQ or terms and conditions page. Honestly, I'm just using it since all of my info is here is it is too hectic to completely transfer to a new social media app.",3,279,497.0.0.47.36,2025-01-29 18:36:14,497.0.0.47.36
79f1995a-e09e-409d-8392-e111b2990425,Madeline Hoyle,"Image zooming is broken and also inconsistent. Sometimes you can zoom in, other times tapping on an image makes it smaller and you can't zoom in. Sometimes you can use the back gesture to exit the detail view of an image, other times you HAVE to swipe up to exit. These issues make the entire experience broken and frustrating.",1,62,497.0.0.47.36,2025-01-29 11:19:49,497.0.0.47.36
c9896816-101a-4de3-b1e9-a2ef50a51fd2,j baer,"Back button doesn't exit the app, but refreshes your feed. Just them trying to draw you into the cesspool of more & more new posts. Group links often open your feed instead of the group or event. This is getting blatant! Can't leave a page I'm connected to, even though I'm no longer affiliated with the group running the page. This should not be difficult! Should be an easy-to-find, 1-click option. Attempts to contact Facebook have been futile. Facebook never ceases to disappoint.",1,34234,497.0.0.47.36,2025-01-29 03:42:58,497.0.0.47.36
8eeedde5-3afe-4fae-97bf-adeecc59c8df,Lex Lombardi,"My posts no longer show up on my friends' timelines. Seems like I'm shadow banned, but I have not broken any rules, and my profile status has a green check mark. Kind of sucks as a photographer when you spend hours taking and editing photos that no one gets to see. Very random but has been going on for months now, just more recently it has been worse. I get 0 views or likes on my posts, and when I tag someone in something, they still don't see it. My privacy settings are all set to ""Friends"".",3,606,497.0.0.47.36,2025-01-28 22:41:18,497.0.0.47.36
554c0274-6b79-48f3-b7da-700ec9d2e48c,Andrew Hokanson,"LATEST PROBLEM: Can't zoom in on images to read small text or see details. 💩 Another day, another update with no fixes of old, old problems. 😡 Can't reorder photos when editing a post. 🤷🏽‍♂️ Also, I want to be able to add ""movies watched"" and ""books read"" again, dammit! This has been broken for a couple of *years* now, but the links that imply I can do these things are still there! 😡 🤦🏽‍♂️ Also, reports about hate speech and false information are always ignored — every. single. time. 😡",2,1204,497.0.0.47.36,2025-01-28 13:30:23,497.0.0.47.36
e9c9efac-db82-4f27-b32b-8bd78912377a,abdul haseeb,"Review: Facebook - Great App, But Fix the Bugs Facebook is a great platform for connecting with others and staying updated, but I’ve faced an issue with the ""Watch Videos"" option missing from my account. Despite trying multiple fixes like clearing the cache and reinstalling the app, the problem persists. While the app excels in features like messaging and personalized feeds, this bug has been frustrating. I hope Facebook addresses it soon to enhance the overall user experience.",1,3266,497.0.0.47.36,2025-01-28 01:01:22,497.0.0.47.36
c645631f-3583-4b60-95e3-ddeb36aa427a,Davis Wiker,"Keeps making urself worse, one more bad update and I'll uninstall. Removed default browser option, even with it checked in settings it still forces you to use the in app browser then tell it to reopen in your browser of choice. But the really annoying one now is audio hijacking. You can't browse your feed or marketplace without it constantly pausing your media. I play videos/audio via YouTube while browsing Facebook especially marketplace and now it CONSTANTLY pauses whatever I have playing.",1,129,497.0.0.47.36,2025-01-27 22:48:15,497.0.0.47.36
305a3c1e-9414-4d33-a9b2-be816153b580,Shivam Gupta,"This app has a lot of glitches. For example, after you like a post using an emoji and scroll too fast, then the emoji will be applied to the next post. while watching a video, the pause/play icon starts to display on its own. The video starts to play on its own while viewing comments. Edit: It's Jan, 2025, and none of the complaints have been addressed.",1,94,497.0.0.47.36,2025-01-27 08:28:40,497.0.0.47.36
38aff9b1-60c9-47cb-ae51-e5c65e602517,Rebekah Slick,"Eats phone data within hours of downloading. I usually don't have it on my phone for this reason, but I was volunteering at a large event and thought it would help with coordinating with others. Within two hours, my phone couldn't take a picture due to ""insufficient space."" The app ate almost a GB of space in my phone. I'm sticking with using web based FB on a computer.",1,338,497.0.0.47.36,2025-01-26 23:04:54,497.0.0.47.36
04774667-cbca-439b-878e-319d387c1795,Andrea Gabel,"I enjoy seeing what my friends post, keeping in touch, but the experience has really, REALLY gone downhill. All I'm getting is ads now, & some of them are horribly x-rated. I report them & still get explicit ads. What happened, FB? Can't blame this on my cookies or browsing history! I like cars & running. Go fish. Update: was invited to be matchmaker for a friend. The dating portion of the app is broken. It consistently shows me that he's got zero recommendations even though he sees some. Fix!!!",1,47,497.0.0.47.36,2025-01-26 19:48:39,497.0.0.47.36
63f1d5f0-85aa-422d-96b2-cb615e70955b,Video _Utopia,"has become too complicated to do anything on the settings, too many changes, too often. too often updates on the terms & conditions! People don't know what they have agreed to anymore! the law needs to force all terms and conditions to get shorter and more transparent! Once a week show us a paragraph of our terms and conditions, this way everyone gets to read them without being overwhelming!",1,1743,497.0.0.47.36,2025-01-26 16:17:33,497.0.0.47.36
924fd91a-bc01-40e0-9b92-e100e1758a77,Jennifer Unger,"I've been locked out of my account for 96 hours, for no reason, given no warning, and no explanation by email (as FB claims they do). There's no number or person to call. Apparently, all data, algorithms, security troubleshooting are handled by AI; but IT IS TOO SLOW AND FLAWED TO PROVIDE A TIMELEY AND FAIR RESOLUTION. HUGE FAIL, META!",1,322,497.0.0.47.36,2025-01-26 06:53:08,497.0.0.47.36
b70ba9dd-f86f-4ae0-9e94-584b017df2dc,Amanda Buhler,"App still has glitches. Recently it refreshes too fast. For example, if you switch between apps for even a moment and then come back to Facebook, it will refresh back to the top of your newsfeed. Even if you were in the middle of writing a comment. It doesn't remember the comment if you try to return to it, either. Regardless of what you have it set to in your settings, links always open within the app and you have to intentionally go through the extra steps to open them in a browser.",2,3429,497.0.0.47.36,2025-01-24 04:38:05,497.0.0.47.36
a46b3761-c783-45e7-bbcf-40ec0405e666,Mae Alejo,"When it comes to Reels, everytime I click the previous reels of my friends or my own reels. The recent reel always pop out instead of the old reel that I'm clicking. And even tho I upload a certain reel once, it shows on the notifications that ""Your reels are ready to view."" Twice or more. And now I cannot comment pictures on some pages while others can. Fix this bug. It is so unfair.",2,784,496.0.0.45.65,2025-01-23 21:53:23,496.0.0.45.65
0754742a-d296-4d91-8c9a-ca97c38dd4dd,Matthieu Mandon,"It's been months that video playback is not right. The first like 5 seconds are fine, then the framerate drops to like 5fps and by some magic it gets back to normal but ONLY when I use my finger and keep moving the video up or down (but not swiping entierely so the video stays on screen).... Very weird bug. App is up to date, tried to clear caches and local data, even reinstalled the app but it's still the same... I'm on a 2 yo phone, please fix ASAP, it's unbearable to watch content now, thanks",2,99,496.0.0.45.65,2025-01-23 19:13:34,496.0.0.45.65
46880ee2-0126-4edc-b89d-40c57c8fba12,Angel Mahia,"This app is very great and useful as well. I use this app as an account that saves memories and it's going well. However, I have one problem. The videos that I post in Facebook cannot be save anymore. I suggest that you add a saving button to save videos ( even if its just for owner, for only those who post the video, can save video )",4,3548,496.0.0.45.65,2025-01-23 17:07:07,496.0.0.45.65
c9860fc5-5914-4e8d-8ff5-be007671b587,Eloisa Jeann Dela Paz,"One of the most frustrating issues is the background music from different videos mixing together. It's incredibly distracting and makes it difficult to enjoy individual content. Additionally, I've noticed that even when I'm not actively using the app, the video sounds continue to play in the background. This is not only annoying, but it also drains battery life and can disrupt other activities on my device. I hope the developers prioritize these issues in their next update.",2,737,496.0.0.45.65,2025-01-21 20:07:37,496.0.0.45.65
6f63b3e7-e1c5-4572-aa44-b87c9e514c38,Harvin,"Not a safe place for children due to marketplace ""ads"" that are being shown are not for kids. Even if the marketplace listing is reported, more just show up. Seems like reporting listings in Facebook does not work at all. Updates don't list what they're updating. Also, when viewing videos, lowest resolution is the auto. Whereas when watching ads, full HD insta-play.",1,1101,496.0.0.45.65,2025-01-21 11:54:00,496.0.0.45.65
a2915655-011c-4bbd-8969-8ba97c5f33ef,Brian Ford,"The app works okay, although I have issues with what Facebook should add to the platform. I think it's basic even with all the upgrades since 2005. I do like that dating thing. It's well thought-out. Besides, it could do with timers on messages. People just presume you're going to sit there forever. On the profile I have disappearing posts and from this app it's difficult to add the story widget. Sometimes yesother nope. No idea who these friend suggestions are, please say how they're suggested.",3,253,496.0.0.45.65,2025-01-21 03:44:15,496.0.0.45.65
91620db6-5cec-47ac-a6a4-c88582de0a35,Candace Kozora,"The User Interface of this app is one of the worst I've ever experienced. Over complicated, difficult to find many settings hidden in different ways, and it sends none of the notifications you set to see and sends notifications for everything you don't want, there's lots of privacy concerns with what they do with your information, plenty of fake accounts that impersonate people you have added. The list could go on",1,6694,496.0.0.45.65,2025-01-20 11:13:42,496.0.0.45.65
74126457-227c-4247-84f1-af46c82ee4e1,Allissa Riley,"Facebook is a nightmare of an app. The constant bombardment of intrusive ads makes it nearly impossible to enjoy any content without interruption. Privacy is non-existent—your personal data feels like it's being exploited for profit at every turn. The algorithm promotes divisive and misleading content, creating a toxic environment. Customer support is unhelpful, and any issues you report seem to go into a black hole. To top it off, the app is riddled with bugs that crash/freeze it regularly.",1,370,496.0.0.45.65,2025-01-20 09:00:30,496.0.0.45.65
56f59e19-d097-4c55-a0ca-2f6b9962c4af,Sarah K,"Edit: no longer have frequent freezes. But still 3*. Every time I try to see replies to comments, they disappear, even if I've selected see all. Original:That's almost too high. Lately every few videos freeze. Even when I changed the settings to reduce quality. It's getting old.",3,402,496.0.0.45.65,2025-01-20 00:38:43,496.0.0.45.65
d0da049c-4874-48b9-b816-6f0e97376789,Brieanna Camper,"unintuitive and buggy. the marketplace is full of scams, and moderation is nonexistent for such scammy behavior or impersonation accounts. photos don't load correctly when trying to view them. notifications don't lead to what they need to half the time. if it wasn't for elderly family members being on this Monopoly of a platform, I would be uninstalling it. I would go on, but these reviews have a character limit.",1,379,496.0.0.45.65,2025-01-20 00:05:25,496.0.0.45.65
b9e1c55f-e6c4-438e-aef8-39fcf114f489,Brittany Miller,"Terrible algorithm if one even exists, all I see is adds and suggestions where are the things and people I actually follow and what was the point of friending and following them if I'm not going to see them!! I should not have to go through 4 other steps to get to the content! This app has fallen so far from where it started and is going downhill 1 update at a time! It's more work than it should be.",1,209,494.1.0.56.73,2025-01-19 23:03:08,494.1.0.56.73
563a4fc8-f62e-4b64-b244-7ab7df84a3f5,Sacred Spectre,"At the bare minimum, it's a site that lets you have people on your friends list. Beyond that, it's largely unusable. 8 out of every 10 posts is an ad or a group you don't follow and didn't ask to see. The app's UI is wonky and sometimes doesn't let you see notifications. The site is flooded with AI posts by bot accounts that exist only to make money for the account farm makers. The site (and all meta apps) seemingly killed of TikTok in the US to turn their platforms into it. Hard pass.",2,259,496.0.0.45.65,2025-01-19 18:45:54,496.0.0.45.65
de5aeb71-58bc-4bf7-ab7c-d5c81e628b6b,Noel Noel,"There is no way to contact support. Account got deleted, and i got no response about the appeal I submitted. Then when I tried to download my photos it ""didn't work"". So, years of photos gone. Don't think about syncing facebook to any other app as a way to log in. Once your account goes, so do your accounts in other apps. I only have one cause of work.",1,240,496.0.0.45.65,2025-01-19 08:42:16,496.0.0.45.65
c910400b-5760-4ba2-ab4f-38691fd0bfbf,Iuliana Blakely,"This app is a major disappointment. It's plagued by constant crashes and sluggish performance, making it frustrating to use. Basic features are missing or poorly implemented, and I have concerns about its privacy practices. I've tried troubleshooting, but nothing seems to resolve the issues. I highly recommend avoiding this app due to its instability and lack of functionality. Alao avoid for other obvious reasons, like antitrust and oligarchy.",1,202,496.0.0.45.65,2025-01-19 08:38:45,496.0.0.45.65
d4aeb4e1-1c24-4e9f-b54a-a1755d39e755,Kerin May,"I've been on Facebook for years and I hate what its become. The back button refreshing your page, the constant ads, the constant suggestions for content I've marked as ""not interested"" countless times. Then the fact checking roll back - FB had already become such a dump of bots and trolls and AI art, but that just made it even worse. And now I'm getting forced ad breaks where that keep me from scrolling until I view it. Honestly going to l start phasing out the app and delete at this point",1,147,496.0.0.45.65,2025-01-19 08:24:07,496.0.0.45.65
6c3e65a0-8fd2-4b7a-8379-026a6353857c,Rachel Burditt,"Facebook has become a frustrating platform riddled with issues. The user interface feels cluttered and outdated, making it hard to navigate. Ads are overwhelming, invasive, and often irrelevant, detracting from the user experience. Privacy concerns are a constant worry, with Facebook frequently mishandling user data and lacking transparency about how it's used. The algorithm prioritizes sensationalism.",1,96,494.0.0.55.73,2025-01-19 08:20:42,494.0.0.55.73
3ddfc43b-c1b4-4574-ae4e-264caa29d176,Tabetha Dacosta,"Facebook has become more of a headache than a helpful tool. The app constantly tracks your data, and even with the strictest settings, it feels invasive. Targeted ads are everywhere, and it's clear your personal information is being sold. The algorithm prioritizes sensational content over meaningful posts from friends and family. My feed is cluttered with irrelevant ads and old posts instead of updates I care about. If you face any issues, good luck",1,168,496.0.0.45.65,2025-01-19 08:05:47,496.0.0.45.65
2a985707-a59c-4606-9f01-c92af1b236d6,Jair Alvarez,"Useless app. Overall I have never used it for entertainment. I have given it multiple chances to give me something entertaining. Every setting is extremely complicated and difficult to get to, I spent 15 minutes only trying to FIND the option to change my gender after I apparently ""accidentally"" put female. (We all know its an ongoing bug). I would put it in the negatives/10 if it was possible.",1,1227,495.0.0.45.201,2025-01-19 03:06:18,495.0.0.45.201
31f1d4f8-c6fa-4bac-85ea-d956c9880658,Ashley Nicholls,"Absolutely insane how this app has taken so much of my data and information when it doesn't even work that well. Only kept it for the book groups, but that might be a thing of the past, too given that we can't use most words in the English language without it getting flagged as offensive or inappropriate even though we're talking about fictional books.",1,149,495.0.0.45.201,2025-01-19 02:22:56,495.0.0.45.201
2f945ff2-23f8-45b0-b3dc-95d56b9ff84f,Amanda Vause,"I've used Facebook for a long time. Over the years this app has gotten worse in terms of what it shows you on your Facebook feed. Yesterday I scrolled through and out of 22 posts, only 5 of them were from friends. FIVE! 7 of them were from groups I followed and get this.. 10 were ads!! Absolutely ridiculous. No matter how many times I select the option""see less"" I'm still inundated with ads and suggested pages to follow.",1,316,496.0.0.45.65,2025-01-19 02:10:26,496.0.0.45.65
f9c3640b-2922-46bc-a2e8-1a64afa3711b,Beck M,"It's crazy how much data this app collects from my device usage OUTSIDE the app for ad targeting. The settings interface to change what data it can collect is not user-friendly at all. If someone isn't tech savy, they would have a hard time finding and adjusting ad and privacy settings. I feel like the settings menu was set up this way purposely. One shouldn't have to google how to change a setting in the app.",1,3457,496.0.0.45.65,2025-01-19 02:09:47,496.0.0.45.65
202cc84d-0024-4715-9331-a897967d8a5c,Mrs. V Whisenhunt,"I unfortunately need this app for work occasionally. Otherwise, it's completely irrelevant. No current news. Ads. HUNDREDs of posts from pages you have nothing to do with/can't interact with. Requires another app to message and a different one to update your password. So to keep safe you have to get another app. When I installed it there were naked girls everywhere. Took forever to fix that. Just don't if you don't have to!",1,4083,496.0.0.45.65,2025-01-19 01:52:26,496.0.0.45.65
a06f38ce-4aa8-45b0-b235-23e9ee9627ac,Karma Simmons,"Facebook has become a frustrating and outdated platform. The constant barrage of ads, irrelevant notifications, and algorithm-driven posts make it nearly impossible to enjoy the experience. The interface is cluttered, and finding what you're actually interested in has become a challenge. Privacy concerns are also a major issue, with Facebook continuously coming under fire for mishandling user data. It feels like the platform is more focused on profit than user experience.",1,516,496.0.0.45.65,2025-01-19 01:06:31,496.0.0.45.65
151618a2-2f94-471b-92ba-4250ddb99310,Sara Kalinowski,"Too many ads and when I select the reason to hide them, they still pop up. Also, I wish there was a way to completely make another account (not to be confused with additional profiles), without having to deactivate the other. Or, a way to move all your followers over to a new profile, without as many steps, would be great. I do like that it's easier to go live with less or no requirements, than that of other apps. That's a plus.",3,850,496.0.0.45.65,2025-01-18 23:28:50,496.0.0.45.65
b92cb4cb-545d-485c-a534-5a4bf9774630,Jade Thompson,"10/10 don't recommend. You don't ever see your friends' posts, it's just intrusive ad after intrusive ad. They send you a bunch of useless, irrelevant notifications in an effort to draw you into the app and even when you have notifications off, they will your in app notifications with the same junk. Overall the app is a nightmare to navigate and a waste of time and energy.",1,222,496.0.0.45.65,2025-01-18 18:08:08,496.0.0.45.65
25bb0cbc-d5d4-4ad2-8103-8961cf534e93,Zack McKague,"App designed to steal your information and sell it to anyone who wants to buy it. Will take information completely unrelated to the app or it's functions in order to sell more of your information. Absolutely horrendous. Reels are bad. App is so bloated with ads it is almost unusable. Never see anyone I am friends with ever or the groups I'm already in, just suggested pages and suggested groups and ads. Just a terrible user experience. Might download all my pictures off of it soon and delete.",1,277,496.0.0.45.65,2025-01-18 18:04:16,496.0.0.45.65
16f607e6-496a-47ba-a00f-275c36db093b,jenpenn22,"I used to be a huge FB user, but the choices in the last few years completely soured me. Boosting random accounts instead of my friends I joined for. A ridiculous amount of ads. Tons of AI content. The only redeeming feature is marketplace and it's a broken feature that crashes & promotes random things out of the area. Maybe work on your app instead of lobbying to take down other apps. Don't get me started on the data theft over reach.",1,136,496.0.0.45.65,2025-01-18 11:57:59,496.0.0.45.65
0a2b52d6-ceb0-4645-883a-6b5fd1428bb3,Allen “CybrneticPlague”,"Facebook has become a bloated, privacy-invasive app. The interface is cluttered with ads and unnecessary features, making it frustrating to use. The biggest issue is its predatory data mining—tracking every interaction, even private ones, for targeted ads and profit. It also promotes divisive content through its algorithms, prioritizing engagement over user well-being. While it’s useful for staying connected, the constant surveillance is unsettling. Choose a more privacy-friendly platform.",1,151,496.0.0.45.65,2025-01-18 11:19:00,496.0.0.45.65
96efb2f5-23bb-445d-8e9e-bea8b7265cf5,Debora Z.,"This app is a joke. It tries to add new features, but it just ends up being annoying or creating bugs. So many frickin bugs in this app. Not to mention questionable security risk. Has anyone been in their settings recently? What's up with all those sketchy permissions? Anyways, I don't recommend the app. Bugs aren't fixed, and features are useless.",1,637,496.0.0.45.65,2025-01-18 10:26:30,496.0.0.45.65
11836076-f4e0-4e21-9d25-c772d4fc6fd3,Stephanie Keele,"Facebook used to be a great way to stay connected, but now it's a constant stream of annoying ads, spammy content, and irrelevant recommendations. The algorithm seems to prioritize posts that are sensational or controversial instead of the content from friends or pages you actually care about. It's full of privacy concerns too—there are constant issues with data leaks and intrusive tracking.",1,2808,496.0.0.45.65,2025-01-18 09:13:08,496.0.0.45.65
c18f27dd-5e48-460b-922b-478fa9a0b0f1,Sssiii,"Facebook's cluttered interface is overloaded with ads, burying posts from friends and family. Notifications are unreliable, spam accounts are rampant, and the search function is nearly useless. On top of that, misinformation is everywhere since fact-checking is no longer a priority. Combined with inadequate customer support, Facebook feels outdated and frustrating to use.",1,96,496.0.0.45.65,2025-01-18 08:50:11,496.0.0.45.65
55f7f503-40b6-45a4-903c-9fd53a697af3,Stephanie Brush,"Facebook has become an overwhelming mess. The user interface feels outdated and cluttered, making it hard to navigate. Privacy is a huge concern—despite promises of improvement, the platform still collects excessive data and serves intrusive ads tailored to that data. The algorithm prioritizes divisive or low-quality content, making it hard to see posts",1,847,495.0.0.45.201,2025-01-18 08:18:06,495.0.0.45.201
f4bddaf1-6d94-4e9d-9d87-9de4d85cf853,G thecomedian,"The amount of ads that pop up is absolutely ridiculous. Ads to things I would never buy. Ads to things that are so offensive, so downright awful, I simply don't know how they even show up on my feed. I have blocked them, reported them, over and over and over. They come back. I've turned off all location settings, data settings, and they just keep coming back. THE ADS ARE OUT OF HAND! Facebook is awful. Please, learn to live without it. They are stealing your information and selling it.",1,273,496.0.0.45.65,2025-01-18 06:48:36,496.0.0.45.65
5be52deb-1aa6-4103-bb95-ee427a3ae372,Sara Hobeck,"I’ve been using Meta for a while, and the experience has gone downhill. The app is full of unnecessary features that slow down performance. It drains my battery quickly, and I keep encountering bugs, like posts not loading properly or random crashes. Constant push for ads and irrelevant recommendations makes the experience frustrating. Privacy concerns are also a major issue, as it feels like my data is being exploited rather than protected. Without these issues resolved, I wouldn’t recommend.",1,257,495.0.0.45.201,2025-01-18 05:28:54,495.0.0.45.201
561b62ad-d5c5-464e-b633-9e2a106be9f1,Courtney Krieger,"Needs Major Improvements While Facebook used to be a convenient way to connect with friends and family, the app has become increasingly frustrating to use. Here are the major issues: 1. Intrusive Ads: The number of ads is overwhelming. Every few posts in my feed are ads, making it hard to see genuine updates from friends. 2. Algorithm Priorities: The feed shows random content from pages and people I don’t interact with while burying posts from close friends and family.",1,1669,495.0.0.45.201,2025-01-18 04:13:45,495.0.0.45.201
91844a73-6445-4e75-8722-0ea4e81d9ac9,Collins,"I've been using Facebook for years, but my experience has steadily declined. The platform has become cluttered with ads, making it hard to see posts from friends and family. Privacy concerns are another major issue. Despite their promises, it feels like our data is never truly safe. The constant changes to the interface and algorithms make it frustrating to use, and it seems like they're more focused on profit than user experience",1,209,496.0.0.45.65,2025-01-18 04:04:54,496.0.0.45.65
9915ae1b-16de-45f3-9bb0-a92613effe4c,Amanda Pushko,"The Facebook app is a frustrating mess. The interface is cluttered and confusing, constantly changing with each update. It’s plagued with bugs, crashes, and intrusive ads. Privacy concerns abound, and the algorithm makes it nearly impossible to see relevant content. It drains your battery and hogs resources, all while bombarding you with irrelevant features like Stories and Marketplace. Facebook prioritizes profit over user experience, making it a frustrating app to use.",1,454,496.0.0.45.65,2025-01-18 02:40:32,496.0.0.45.65
468e1b63-1aab-4acc-aebf-6773a83569c5,L A,"This app is a complete disaster. It constantly crashes, the interface is cluttered, and it's always freezing up when I try to scroll. Notifications are delayed, and it never loads properly, making it impossible to enjoy. The ads are overwhelming, and it's just a confusing mess overall. I wish I could give it zero stars—Meta should be ashamed of releasing such a terrible app.",1,3133,496.0.0.45.65,2025-01-18 01:22:28,496.0.0.45.65
212e28ff-e290-43b4-a260-3b1a84aec928,Miki Mouse,"I've been using Facebook for years, but lately, it's become a frustrating experience. The app is constantly plagued with bugs and crashes, making it unreliable. Notifications often don’t work properly, and I’ve missed important updates because of it. The algorithm pushes irrelevant content, filling my feed with ads, political posts, and posts I don’t care about. It’s harder than ever to find actual updates from friends and family. The privacy concerns are another major issue. It feels like Face",1,563,495.0.0.45.201,2025-01-18 01:11:54,495.0.0.45.201
e3762b38-c91c-4cf1-a33f-15b1cb17c075,Maddy Heil,"This app genuinely sucks. There's ads everywhere, random pages I have no connection to show up on my feed, and I can't find the events I created. It also changes the format too often and now I have to go searching for the photos button again. I'm sick of this app and the garbage it promotes.",1,247,496.0.0.45.65,2025-01-18 00:59:26,496.0.0.45.65
1df508cc-217a-4dfb-8bbb-0ac30c546728,Samantha Holton,"I've been using Facebook for years, and it's become increasingly frustrating. The interface is cluttered and overwhelming, with constant notifications and algorithm-driven posts that prioritize sensational content over meaningful interactions. The privacy concerns are a constant issue, and it feels like the platform is designed to exploit user data rather than protect it. Additionally, there’s a noticeable increase in spam and low-quality content. It’s no longer the enjoyable, social platform it",1,208,495.0.0.45.201,2025-01-17 23:11:50,495.0.0.45.201
b5b2ed72-ceed-4856-8cf5-853918b16416,Star Fuqua,"Disappointing experience. I've been using Facebook for years, but lately, the app has become frustrating to use. It's constantly glitching, crashing, and freezing, making it hard to even scroll through my feed without interruptions. The notifications are overwhelming, and the app seems to prioritize ads over user experience. The privacy concerns are also a huge issue; it feels like Facebook is constantly collecting more data than necessary. Overall not a good experience..",1,2048,495.0.0.45.201,2025-01-17 23:08:57,495.0.0.45.201
35c34c93-dc66-4083-bdb8-18d09de32222,opossum,"A leech on my phone's storage. I can't even unintall it so I have to disable it to get it off my phone. Everytime I check in it makes me angry, its full of bigots, a cesspool of misinformation, and doesn't even have good features and it doesn't show any innovation. You can't even find your drafts. It's full of ads so Zucc can be as rich as possible. Do not download. If you want to check in on friends and family call or text them. Don't check Facebook.",1,305,495.0.0.45.201,2025-01-17 17:27:20,495.0.0.45.201
